variant,section,mechanism,parameter,old_value,new_value
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[128],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[129],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[129],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[129],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[130],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[130],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[130],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[131],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[131],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[131],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[132],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[133],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[133],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[133],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[134],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[135],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[135],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[135],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[136],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
